Número Proveedor,Nombre Proveedor,CUIT,Categoría Proveedor,Tipo de Contribuyente,Observaciones,Contacto,Correo Electrónico,Teléfono,Razón Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Nombre de Cuenta,Descripción,Mes
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,"$24.358,00",10/10/2022,502100,Río Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.com,0678-9012,S.R.L.,"$221.537,00",26/3/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",marzo
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.com,0678-9012,S.R.L.,"$164.567,00",25/6/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",junio
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.com,0678-9012,S.R.L.,"$91.071,00",25/9/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.com,0678-9012,S.R.L.,"$98.759,00",16/11/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.com,0678-9012,S.R.L.,"$217.800,00",28/2/2021,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.com,0678-9012,S.R.L.,"$295.351,00",13/2/2021,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.com,0678-9012,S.R.L.,"$165.797,00",13/10/2022,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.com,0789-0123,Cooperativa,"$277.194,00",29/3/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.com,0789-0123,Cooperativa,"$137.527,00",28/6/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",junio
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.com,0789-0123,Cooperativa,"$157.821,00",28/9/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",septiembre
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.com,0789-0123,Cooperativa,"$22.735,00",19/11/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",noviembre
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.com,0789-0123,Cooperativa,"$268.049,00",1/3/2021,507100,Villa María,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.com,0789-0123,Cooperativa,"$195.051,00",16/2/2021,507100,Villa María,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.com,0789-0123,Cooperativa,"$260.964,00",16/10/2022,507100,Villa María,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
