Número,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Ciudad,Pais,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Nombre de Cuenta,Descripción
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$704.002,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$776.587,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$700.318,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$782.687,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$711.560,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$768.202,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$71.381,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$55.346,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$66.576,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$83.697,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$40.499,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$41.123,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$15.614,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"$34.964,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"$551.050,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"$700.290,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"$565.167,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"$635.642,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"$642.222,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"$514.844,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"$496.574,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"$444.382,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"$488.440,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"$309.601,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$51.713,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$109.533,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$117.472,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$104.618,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$39.420,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$46.331,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$40.212,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$64.932,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$81.503,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$73.476,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$117.902,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$38.437,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$73.466,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"$115.458,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"$57.632,00",403103,Ingresos Bonos Contribución,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"$88.336,00",403103,Ingresos Bonos Contribución,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"$58.897,00",403103,Ingresos Bonos Contribución,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"$33.079,00",403103,Ingresos Bonos Contribución,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de México,México,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"$24.515,00",403103,Ingresos Bonos Contribución,Para fines generales
